CustomerID,Max Products In Basket,Min Products In Basket,Mean Products In Basket
17561,14,14,14.0
17562,13,3,6.428571428571429
17564,13,7,9.0
17566,30,26,28.0
17567,21,2,12.375
17569,18,18,18.0
17571,24,8,17.333333333333332
17572,4,1,2.25
17573,9,1,5.666666666666667
17574,6,6,6.0
17576,26,1,11.210526315789474
17578,1,1,1.0
17579,11,5,7.333333333333333
17580,15,1,8.0
17581,34,1,11.181818181818182
17582,10,10,10.0
17584,6,5,5.5
17585,25,5,12.5
17588,2,2,2.0
17589,59,22,42.0
17590,60,10,33.333333333333336
17591,11,2,5.571428571428571
17593,32,7,16.0
17594,31,6,18.5
17595,15,9,12.0
17596,16,2,7.714285714285714
17597,19,19,19.0
17600,2,2,2.0
17601,6,6,6.0
17602,67,5,45.666666666666664
17603,10,10,10.0
17604,15,7,11.0
17608,24,1,12.5
17609,58,4,23.6
17611,47,4,17.4
17612,17,5,9.666666666666666
17613,36,2,14.76923076923077
17614,41,41,41.0
17615,3,2,2.6666666666666665
17618,26,7,14.0
17619,26,26,26.0
17621,4,2,3.0
17623,22,22,22.0
17624,15,11,13.0
17625,53,24,36.25
17629,16,1,7.571428571428571
17630,7,3,5.0
17631,11,3,6.0
17633,15,9,12.5
17634,29,1,13.444444444444445
17636,12,12,12.0
17637,12,4,8.0
17642,16,6,11.0
17643,4,4,4.0
17644,18,1,7.090909090909091
17646,9,4,5.666666666666667
17647,2,2,2.0
17648,15,8,10.666666666666666
17649,32,32,32.0
17651,35,9,19.0
17652,30,1,12.583333333333334
17653,11,1,6.0
17654,10,10,10.0
17655,11,1,4.714285714285714
17656,7,2,5.0
17658,2,2,2.0
17659,17,2,8.636363636363637
17660,14,14,14.0
17663,14,2,7.428571428571429
17664,12,6,9.0
17666,4,2,3.0
17667,24,3,12.0
17668,1,1,1.0
17669,10,1,6.0
17670,9,9,9.0
17671,12,2,6.5
17672,24,11,17.5
17673,34,12,22.0
17674,4,4,4.0
17675,38,1,11.75
17676,12,1,9.166666666666666
17677,13,1,5.7
17678,9,9,9.0
17679,6,6,6.0
17680,8,8,8.0
17682,23,5,14.0
17684,10,10,10.0
17685,32,5,11.333333333333334
17686,54,5,28.333333333333332
17690,22,1,8.928571428571429
17691,7,6,6.5
17692,10,5,6.75
17693,7,7,7.0
17694,8,8,8.0
17695,10,4,7.0
17696,17,1,5.875
17697,9,9,9.0
17698,6,6,6.0
17700,30,14,20.5
17701,11,11,11.0
17702,15,6,11.75
17703,15,12,13.666666666666666
17704,6,5,5.5
17705,15,3,8.11111111111111
17706,35,1,10.647058823529411
17707,2,1,1.5
17708,8,4,6.0
17709,1,1,1.0
17711,9,4,6.5
17712,13,13,13.0
17714,10,10,10.0
17716,29,1,15.5
17718,1,1,1.0
17719,13,4,7.6
17720,10,5,6.666666666666667
17722,26,6,12.5
17723,2,2,2.0
17724,10,3,7.333333333333333
17725,16,9,12.0
17727,35,35,35.0
17728,74,12,35.333333333333336
17730,14,3,7.846153846153846
17731,9,4,6.25
17732,9,9,9.0
17733,13,6,9.5
17734,13,4,7.666666666666667
17735,39,13,24.36842105263158
17736,4,4,4.0
17737,5,2,3.5
17738,23,4,12.0
17739,5,1,2.0
17742,4,4,4.0
17744,12,2,5.333333333333333
17746,3,3,3.0
17749,11,2,6.5
17750,15,1,5.6
17754,12,1,5.2
17757,31,2,11.233333333333333
17758,46,3,33.0
17759,30,1,12.0
17760,9,5,7.0
17761,4,4,4.0
17763,1,1,1.0
17764,14,10,12.0
17765,16,1,7.666666666666667
17767,14,14,14.0
17768,23,2,10.333333333333334
17769,41,1,15.3
17770,7,5,6.0
17771,7,7,7.0
17772,4,4,4.0
17774,23,13,19.25
17777,32,18,27.0
17779,19,3,10.666666666666666
17781,1,1,1.0
17783,7,2,4.5
17785,9,9,9.0
17786,17,6,11.5
17787,34,10,21.5
17789,12,12,12.0
17790,17,3,9.666666666666666
17791,6,6,6.0
17793,6,6,6.0
17795,16,8,12.0
17796,16,3,7.0
17797,35,2,19.0
17799,56,4,28.22222222222222
17800,15,4,7.555555555555555
17802,35,11,26.666666666666668
17805,2,2,2.0
17806,8,8,8.0
17809,3,1,2.0
17811,58,1,9.333333333333334
17812,13,2,9.25
17813,51,6,19.25
17816,3,1,1.5
17817,7,6,6.5
17819,7,2,4.5
17824,2,2,2.0
17827,63,4,26.2
17828,27,2,11.333333333333334
17829,16,16,16.0
17830,5,1,2.6666666666666665
17831,2,2,2.0
17832,6,6,6.0
17835,12,4,9.0
17836,6,6,6.0
17837,21,3,11.125
17838,16,3,10.4
17839,24,24,24.0
17841,56,1,19.470588235294116
17843,16,16,16.0
17844,2,2,2.0
17848,5,1,2.4
17849,1,1,1.0
17850,12,2,6.352941176470588
17852,12,6,9.0
17854,7,1,4.0
17855,10,10,10.0
17856,1,1,1.0
17858,14,2,6.25
17859,4,4,4.0
17860,8,8,8.0
17861,35,1,13.428571428571429
17862,2,2,2.0
17863,13,1,9.833333333333334
17864,11,3,6.666666666666667
17865,28,1,10.176470588235293
17866,2,2,2.0
17867,9,9,9.0
17869,4,1,1.6
17870,21,1,5.777777777777778
17871,1,1,1.0
17873,4,1,2.25
17874,12,1,4.0
17877,3,3,3.0
17878,11,11,11.0
17879,1,1,1.0
17880,17,17,17.0
17881,2,2,2.0
17883,13,5,9.75
17884,14,5,10.25
17885,9,9,9.0
17886,10,3,6.333333333333333
17887,4,4,4.0
17888,9,1,3.1666666666666665
17889,5,2,3.5
17890,38,9,23.5
17891,1,1,1.0
17892,7,1,4.0
17893,2,2,2.0
17894,16,7,9.5
17895,6,6,6.0
17897,11,5,8.333333333333334
17898,9,6,7.5
17899,9,9,9.0
17900,2,2,2.0
17901,5,5,5.0
17904,6,6,6.0
17905,7,1,4.0
17906,7,7,7.0
17908,11,11,11.0
17911,24,24,24.0
17912,9,1,4.333333333333333
17913,17,12,14.5
17914,9,9,9.0
17917,17,12,14.666666666666666
17919,2,2,2.0
17920,32,2,13.941176470588236
17921,29,15,22.0
17924,3,2,2.5
17926,5,3,4.0
17928,7,2,4.5
17930,4,1,1.8
17931,19,1,10.0
17932,25,15,19.666666666666668
17934,4,4,4.0
17935,11,1,6.0
17936,14,14,14.0
17937,1,1,1.0
17939,5,5,5.0
17942,1,1,1.0
17946,10,3,6.5
17947,1,1,1.0
17950,15,3,8.333333333333334
17951,3,1,2.0
17954,33,7,20.818181818181817
17955,2,2,2.0
17957,1,1,1.0
17958,3,3,3.0
17960,5,5,5.0
17961,13,1,3.6470588235294117
17962,6,6,6.0
17964,17,8,12.5
17965,36,1,10.538461538461538
17966,14,14,14.0
17967,7,7,7.0
17968,24,24,24.0
17969,2,2,2.0
17970,11,11,11.0
17972,1,1,1.0
17973,3,3,3.0
17974,45,6,20.333333333333332
17975,18,2,9.153846153846153
17976,9,9,9.0
17977,3,3,3.0
17978,9,9,9.0
17979,20,13,17.0
17980,6,1,4.0
17984,7,7,7.0
17985,4,4,4.0
17986,1,1,1.0
17987,5,5,5.0
17988,1,1,1.0
17990,9,3,6.0
17994,29,3,12.0
17995,1,1,1.0
17997,10,2,4.875
17999,9,7,8.0
18001,13,3,8.0
18004,15,15,15.0
18005,4,2,3.0
18006,9,9,9.0
18008,3,1,2.0
18009,11,11,11.0
18010,6,6,6.0
18011,7,7,7.0
18013,17,17,17.0
18014,10,10,10.0
18015,9,9,9.0
18016,32,8,15.0
18018,2,1,1.5
18022,47,47,47.0
18024,8,8,8.0
18027,2,2,2.0
18030,2,2,2.0
18032,5,5,5.0
18033,2,2,2.0
18034,27,8,17.5
18035,4,1,2.6666666666666665
18036,24,7,15.666666666666666
18037,1,1,1.0
18040,10,6,8.0
18041,18,2,8.05
18042,1,1,1.0
18043,18,8,11.333333333333334
18044,13,1,5.875
18045,9,9,9.0
18048,3,1,2.0
18050,5,5,5.0
18053,10,10,10.0
18055,33,2,17.2
18056,14,14,14.0
18059,4,1,3.0
18061,2,1,1.3333333333333333
18062,5,1,2.6666666666666665
18064,3,3,3.0
18065,16,1,5.333333333333333
18066,7,7,7.0
18067,18,18,18.0
18069,52,19,33.2
18071,10,7,8.5
18072,6,6,6.0
18073,6,1,2.4
18074,4,4,4.0
18075,12,4,7.3
18077,18,7,13.090909090909092
18078,6,1,3.5
18079,2,1,1.5
18081,3,1,2.0
18082,27,27,27.0
18085,15,6,10.5
18086,4,4,4.0
18088,11,11,11.0
18092,4,1,2.6666666666666665
18093,6,6,6.0
18094,8,1,5.333333333333333
18095,10,1,5.5
18096,20,6,14.0
18097,16,2,9.6
18099,5,5,5.0
18101,13,2,7.5
18102,4,1,2.142857142857143
18104,12,12,12.0
18105,6,6,6.0
18106,13,13,13.0
18108,6,6,6.0
18109,14,1,6.083333333333333
18110,18,18,18.0
18112,7,3,5.0
18114,6,6,6.0
18116,34,8,13.714285714285714
18117,20,20,20.0
18118,38,3,14.692307692307692
18119,2,2,2.0
18120,5,5,5.0
18121,10,2,6.0
18122,34,18,27.5
18123,15,5,10.0
18125,44,20,29.25
18126,16,16,16.0
18127,16,1,6.666666666666667
18129,6,6,6.0
18130,14,12,13.0
18135,4,1,2.0
18136,13,3,7.666666666666667
18138,3,3,3.0
18139,4,2,2.8333333333333335
18142,3,3,3.0
18143,22,20,21.0
18144,2,1,1.2857142857142858
18145,47,12,31.25
18146,3,1,2.0
18147,1,1,1.0
18149,4,1,2.5
18150,12,11,11.333333333333334
18151,15,9,12.0
18154,9,5,7.0
18155,6,3,4.666666666666667
18156,29,12,20.5
18158,24,10,17.0
18159,15,15,15.0
18160,12,9,10.5
18161,12,2,6.4
18164,8,8,8.0
18165,1,1,1.0
18167,11,6,8.0
18168,17,6,10.666666666666666
18169,5,5,5.0
18170,13,2,5.666666666666667
18171,7,1,3.3333333333333335
18172,24,1,8.583333333333334
18173,4,1,2.0
18176,21,21,21.0
18177,15,1,9.0
18178,24,12,18.25
18179,15,8,10.6
18180,11,5,7.8
18181,18,18,18.0
18183,13,8,10.5
18185,8,8,8.0
18188,25,3,12.666666666666666
18189,20,19,19.5
18190,5,4,4.5
18192,25,25,25.0
18193,8,8,8.0
18196,37,15,26.0
18198,11,1,4.133333333333334
18200,10,10,10.0
18202,14,8,11.666666666666666
18203,5,5,5.0
18204,42,20,31.333333333333332
18205,7,6,6.5
18209,5,5,5.0
18210,41,2,11.666666666666666
18211,9,3,5.2
18212,16,16,16.0
18213,7,7,7.0
18215,10,10,10.0
18216,12,12,12.0
18217,6,3,4.5
18218,9,9,9.0
18219,10,3,6.3
18221,12,3,6.2
18222,7,7,7.0
18223,25,1,12.928571428571429
18224,8,8,8.0
18225,22,2,13.0
18226,22,2,11.636363636363637
18227,2,2,2.0
18228,10,4,7.0
18229,10,1,3.625
18230,12,2,6.857142857142857
18231,26,5,13.4
18232,7,2,4.25
18235,18,12,14.333333333333334
18236,7,2,4.333333333333333
18237,11,6,7.8
18239,20,7,15.0
18241,10,1,3.75
18242,20,3,9.0
18245,30,1,12.285714285714286
18246,1,1,1.0
18248,13,3,8.0
18249,4,4,4.0
18250,9,9,9.0
18252,16,1,8.5
18255,3,3,3.0
18257,25,1,10.285714285714286
18259,10,2,6.0
18260,19,5,10.0
18261,12,5,8.5
18262,7,7,7.0
18263,6,3,4.5
18265,10,2,6.0
18269,3,3,3.0
18270,4,3,3.5
18272,21,12,16.833333333333332
18274,6,6,6.0
18276,7,7,7.0
18277,4,4,4.0
18278,5,5,5.0
18280,6,6,6.0
18281,2,2,2.0
18282,2,2,2.0
18283,60,1,18.733333333333334
18287,19,7,13.0
